Wavelength(nm), SC charge (e-), PD charge (e-)
614.0, 1.3002374980544757e-05, 1.722922874999999e-08
618.0, 1.210626540489642e-05, 1.74589975e-08
622.0, 1.2250055452793825e-05, 1.7061333333333352e-08
626.0, 1.1499136026119413e-05, 1.6673534464285716e-08
630.0, 1.0035356983240218e-05, 1.6014688749999997e-08
634.0, 1.0629012519083971e-05, 1.6150211249999988e-08
638.0, 1.1598526368932051e-05, 1.6180311249999994e-08
646.0, 1.1138664866920153e-05, 1.5930768749999994e-08
650.0, 1.0046166197718633e-05, 1.595687250000001e-08
654.0, 1.0945852194174763e-05, 1.6389020000000002e-08
658.0, 1.0807150098231819e-05, 1.6096172499999994e-08
662.0, 9.57052418215613e-06, 1.5649359545454505e-08
666.0, 1.0023101873350927e-05, 1.53658375e-08
670.0, 0.0002299908258914729, 3.781505750000001e-07
674.0, 0.00032506251570312494, 5.287606857142859e-07
678.0, 0.0003900953156809338, 6.4588285e-07
682.0, 0.00042611786406130254, 7.080942142857144e-07
686.0, 0.00032781162703422056, 5.566160202020186e-07
690.0, 0.0003510870533017078, 5.941247499999997e-07
694.0, 0.0003894516020300751, 6.662014857142859e-07
698.0, 0.00045091257381322955, 7.76757675e-07
702.0, 0.0004933652199808062, 8.461102678571416e-07
706.0, 0.0005132748203571429, 8.7690975e-07
710.0, 0.0005145808948863637, 8.73944378571428e-07
714.0, 0.0005003497836893202, 8.626837499999998e-07
718.0, 0.0004974892527611942, 8.606129999999992e-07
722.0, 0.0005054897581136951, 8.690460989010988e-07
726.0, 0.0005024519888122605, 8.762841124999997e-07
730.0, 0.0005061348708171204, 8.847475857142862e-07
734.0, 0.0005247943794296579, 9.193799166666654e-07
738.0, 0.0005278201384615384, 9.35182000000002e-07
742.0, 0.0005283237870192308, 9.294772321428561e-07
746.0, 0.0005229577765988911, 9.251566250000002e-07
750.0, 0.0005253837521079691, 9.280774166666686e-07
754.0, 0.0005160174801047119, 9.145221607142862e-07
758.0, 0.0005058056870498086, 9.041250000000002e-07
766.0, 0.0004917334105825243, 8.738818124999998e-07
770.0, 0.00048376710520076484, 8.542533928571429e-07
774.0, 0.00047101294392523375, 8.372602499999998e-07
778.0, 0.00047271864241274654, 8.337398412698414e-07
782.0, 0.0004716472507692308, 8.36035e-07
786.0, 0.0004679438130097088, 8.312181428571433e-07
790.0, 0.00047362169198019805, 8.453144249999999e-07
798.0, 0.00047434279641509435, 8.613266374999999e-07
802.0, 0.00048304601030534354, 8.826611250000004e-07
806.0, 0.00048283400194174745, 8.977000178571445e-07
810.0, 0.0004906336989648799, 9.114368499999997e-07
814.0, 0.0004971825944444445, 9.147474124999997e-07
818.0, 0.0005074605848923677, 9.392789749999999e-07
822.0, 0.0005037534903241896, 9.440391428571441e-07
826.0, 0.0005098587342857142, 9.541403392857152e-07
830.0, 0.0005167116037105752, 9.576915124999998e-07
834.0, 0.0005157553342056075, 9.555097499999992e-07
838.0, 0.0005238511578967494, 9.704095178571403e-07
842.0, 0.0005215663125291827, 9.55566875e-07
846.0, 0.0005275441131073447, 9.562491249999996e-07
850.0, 0.0006419491662037037, 9.462341249999995e-07
854.0, 0.000829484741923077, 8.886794499999998e-07
858.0, 0.0008619592848197345, 8.423500865384637e-07
862.0, 0.0005920881624542126, 9.184213874999997e-07
866.0, 0.0005186503426070039, 9.054230178571444e-07
870.0, 0.0005068905178557505, 8.984860749999999e-07
874.0, 0.0005045435984990254, 8.922422499999999e-07
878.0, 0.0004983464657812499, 8.79555548611112e-07
882.0, 0.0004998422165240642, 8.831214249999996e-07
886.0, 0.0004970039073203883, 8.771309875000002e-07
890.0, 0.0005014120522495275, 8.832167714285717e-07
894.0, 0.0005064386499621926, 8.859005374999997e-07
898.0, 0.0005061653112765957, 8.852185714285717e-07
902.0, 0.0005057561400970874, 8.799254642857151e-07
906.0, 0.0005081715026912929, 8.793702678571421e-07
910.0, 0.0005049159820943396, 8.730885961538477e-07
914.0, 0.0004997306220231213, 8.58353988888889e-07
918.0, 0.0005028459449122807, 8.616065714285721e-07
922.0, 0.0004979135404942967, 8.464890875000001e-07
926.0, 0.0004975380285532995, 8.452727374999997e-07
930.0, 0.0004934252266990293, 8.379350666666667e-07
934.0, 0.00048277403918762086, 8.254796249999994e-07
938.0, 0.0004827603160194174, 8.096603285714287e-07
942.0, 0.00047621320609108166, 7.978129857142859e-07
946.0, 0.0004789958495238095, 7.837983690476193e-07
950.0, 0.00046974838329081627, 7.71709444444443e-07
954.0, 0.00046119789059431536, 7.509077499999998e-07
958.0, 0.0004546035832684825, 7.402081238095242e-07
962.0, 0.0004460919023300971, 7.2309380952381e-07
966.0, 0.0004427344072011663, 7.091158374999998e-07
970.0, 0.00043261357424908425, 6.872578333333354e-07
974.0, 0.00041794490237113393, 6.680978571428576e-07
978.0, 0.0004028176037743191, 6.484787499999996e-07
982.0, 0.0003956872177695166, 6.264320000000003e-07
986.0, 0.0003839905527480917, 6.054964249999999e-07
990.0, 0.00037985709174757275, 5.846189928571435e-07
994.0, 0.0003714824188527725, 5.722957124999999e-07
998.0, 0.0003748714466666667, 5.728914999999997e-07
1002.0, 0.0003727615791304349, 5.631915e-07
1006.0, 0.00037748784889101323, 5.476960158730164e-07
1010.0, 0.0003789995305253284, 5.47027171428571e-07
1014.0, 0.0003854137269540229, 5.455642547619047e-07
1018.0, 0.0003849592092293233, 5.359709404761897e-07
1022.0, 0.0003895909053667954, 5.306684642857148e-07
1026.0, 0.00038538045077821017, 5.164618749999995e-07
1030.0, 0.00038691160832061056, 4.98745242857143e-07
1034.0, 0.000374457801553398, 4.5908917083333364e-07
1038.0, 0.00036685524984962403, 4.149606285714282e-07
1042.0, 0.0003583241336220471, 3.8110080357142896e-07
1046.0, 0.00034898303887323946, 3.506004357142855e-07
